Timestamp,FlywheelRPM,GamePieceLoaded
0.0,3000.0,true
0.1,3299.5002499404845,true
0.2,3596.0079923851836,true
0.30000000000000004,3886.5606199840186,true
0.4,4168.255026925952,true
0.5,4438.276615812609,true
0.6,4693.927420185106,true
0.7,4932.653061713073,true
0.7999999999999999,5152.068272698568,true
0.8999999999999999,5349.98072888245,true
0.9999999999999999,5524.412954423689,true
1.0999999999999999,5673.6220801843065,false
1.2,5796.117257901678,false
1.3,5890.674556251579,false
1.4000000000000001,5956.349189965381,false
1.5000000000000002,5992.484959812164,false
1.6000000000000003,5998.720809124516,false
1.7000000000000004,5974.994431357405,false
1.8000000000000005,5921.542892634585,false
1.9000000000000006,5838.900263062243,false
2.0000000000000004,5727.892280477045,true
2.1000000000000005,5589.62809994662,true
2.2000000000000006,5425.489211458769,true
2.3000000000000007,5237.1156365301595,true
2.400000000000001,5026.389541653451,true
2.500000000000001,4795.4164323118675,true
2.600000000000001,4546.50411546439,true
2.700000000000001,4282.139640701487,true
2.800000000000001,4004.9644504677117,true
2.9000000000000012,3717.7479876419434,true
3.0000000000000013,3423.3600241795975,false
3.1000000000000014,3124.7419872998676,false
3.2000000000000015,2824.877569717256,false
3.3000000000000016,2526.76291757025,false
3.4000000000000017,2233.376693919501,false
3.5000000000000018,1947.6503169311354,false
3.600000000000002,1672.4386701154378,false
3.700000000000002,1410.4915772745155,false
3.800000000000002,1164.426327171838,false
3.900000000000002,936.7015224480742,false
4.000000000000002,729.592514076212,true
4.100000000000001,545.1686668067659,true
4.200000000000001,385.27268275923416,true
4.300000000000001,251.50218975163443,true
4.4,145.193778331452,true
4.5,67.40964700470886,true
4.6,18.926989099607,true
4.699999999999999,0.23022730769753252,true
4.799999999999999,11.506173492477501,true
4.899999999999999,52.642162127001484,true
4.999999999999998,123.22717601058275,true
5.099999999999998,222.5559530168007,false
5.1999999999999975,349.6360328395367,false
5.299999999999997,503.1976733282918,false
5.399999999999997,681.706537332032,false
5.4999999999999964,883.3790232888164,false
5.599999999999996,1106.2000863830272,false
5.699999999999996,1347.943372207076,false
5.799999999999995,1606.193461758716,false
5.899999999999995,1878.3700055092772,false
5.999999999999995,2161.753505403207,false
6.099999999999994,2453.5124871836965,true
6.199999999999994,2750.7317915474923,true
6.299999999999994,3050.4417014530304,true
6.399999999999993,3349.64761455146,true
6.499999999999993,3645.359964263426,true
6.5999999999999925,3934.6240905401132,true
6.699999999999992,4214.549761849773,true
6.799999999999992,4482.340053415804,true
6.8999999999999915,4735.319293164579,true
6.999999999999991,4970.959796156347,true
7.099999999999991,5186.907120377609,false
7.19999999999999,5381.003591547442,false
7.29999999999999,5551.309861885678,false
7.39999999999999,5696.124287434866,false
7.499999999999989,5813.999930324206,false
7.599999999999989,5903.759016094451,false
7.699999999999989,5964.504701630996,false
7.799999999999988,5995.630036123814,false
7.899999999999988,5996.824025519318,false
7.999999999999988,5968.074739870151,false
8.099999999999987,5909.669432535268,true
8.199999999999987,5822.191670039332,true
8.299999999999986,5706.515501268898,true
8.399999999999986,5563.796724264864,true
8.499999999999986,5395.461337870496,true
8.599999999999985,5203.191293622369,true
8.699999999999985,4988.907690246582,true
8.799999999999985,4754.751578675324,true
8.899999999999984,4503.062569373696,true
8.999999999999984,4236.355455725314,true
9.099999999999984,3957.295087048102,false
9.199999999999983,3668.66974230079,false
9.299999999999983,3373.363270521238,false
9.399999999999983,3074.3262763601265,false
9.499999999999982,2774.5466386146254,false
9.599999999999982,2477.0196563311138,false
9.699999999999982,2184.718120767224,false
9.799999999999981,1900.5626122442693,false
9.89999999999998,1627.392318674088,false
9.99999999999998,1367.9366673319396,false
